Reference Handle,Token,Item Name,Customer-facing name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (kg),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online sale price,Archived,Sellable,Contains alcohol,Stockable,Skip Detail screen in POS,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Current Quantity Wild Octave Organics,New Quantity Wild Octave Organics,Stock Alert Enabled Wild Octave Organics,Stock Alert Count Wild Octave Organics,Modifier Set - 01 Coffee Type,Modifier Set - 02 Milk,Modifier Set - 03 strength,Modifier Set - 04 Sugar / Sweetener,Modifier Set - 05 Half & Half Hot Drink,Modifier Set - 06 Drink Heat,Modifier Set - Add-Ons,Modifier Set - Decaf,Modifier Set - Fruits - custom,Modifier Set - Fruits - Custom (Custom Juice Only),Modifier Set - iced,Modifier Set - Juice instead of milk,Modifier Set - Mushroom Booster Mod,Modifier Set - on side,Modifier Set - Own Cup,Modifier Set - Smoothie milks,Modifier Set - Super Foods & Mush Add-On,Tax - GST (10%),Tax - GST Free (0%)
#botanical-glow-face-oil-60ml-hemp-collective-regular,FB2VZ4QPBUV2CYR65JSTMIM2,"Botanical Glow Face Oil,60ml,  Hemp Collective",,Regular,,,,"Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6), Shelf Labels > Label  Supplements Fridge",Shelf Labels > Label  Supplements Fridge,,,,740528996149,unavailable,Physical good,,,,N,N,N,N,37.10,,N,,N,,N,,,20.44,Little Valley,,3,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#botanical-soap-herbon-100g-regular,VMYKUMHCANTEQWZ4MPGT67DW,Botanical Soap Herbon 100g,,Regular,,,,"Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6), Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ), Shelf Labels > Label  Soap",Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,93226783,visible,Physical good,,,,Y,N,N,N,3.20,,N,,N,,N,,,1.77,,,9,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#botanical-toning-mist-135ml-springfields-lavender-,LULHAVYLEXNDJGWKYDBDZ45L,"Botanical Toning Mist 135ml, Springfields Lavender",,,,,,Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,9324495021199,visible,Physical good,,,,Y,N,N,N,40.60,,N,,N,,N,,,22.40,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#bouillon-150g-mari-gold-regular,BELWVHVYZB3NPPUFQWLG6IWH,"Bouillon 150G, Mari Gold",,Regular,,,,"Shelf Labels > Label  Baking and Cooking, Shop > Groceries",Shop > Groceries,,,,50160884,visible,Physical good,,,,Y,N,N,N,7.65,,N,,N,,N,,,4.64,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#bouillon-reduced-salt-150g-mari-gold-regular,DGCGIAYXODLXASJNN5EHOFJV,"Bouillon Reduced Salt 150G, Mari Gold",,Regular,,,,"Shelf Labels > Label  Baking and Cooking, Shop > Groceries",Shop > Groceries,,,,5016084293660,visible,Physical good,,,,Y,N,N,N,7.90,,N,,N,,N,,,4.78,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#bragg-all-purpose-seasoning-473ml-,SXEXHHYZMNK36SQNYWPNNK64,Bragg All Purpose Seasoning 473ml,,,,,,"Shop > Groceries, Shelf Labels > Label  Cooking Oils",Shop > Groceries,,,,074305300165,visible,Physical good,,,,Y,N,N,N,15.40,,N,,N,,N,,,9.33,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#bragg-all-purpose-seasoning-946ml-,AIGPMEVZC7TIONDFQBEL4JR4,Bragg All Purpose Seasoning 946ml,,,,,,"Shop > Groceries, Shelf Labels > Label  Cooking Oils",Shop > Groceries,,,,,visible,Physical good,,,,Y,,,,25.70,,N,,,,,,,15.58,,,-1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#bragg-apple-cider-vinegar-473ml-,W6OJEMUTJCR3746K7NDXVQJB,Bragg Apple Cider Vinegar 473ml,,,,,,"Shelf Labels > Label  Cooking Oils, Shop > Groceries",Shop > Groceries,,,,074305301162,visible,Physical good,,,,Y,N,N,N,13.35,,N,,N,,N,,,8.09,Unique Health Products,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#bragg-apple-cider-vinegar-unfiltered-w-the-mother-946ml-,PTDL7Q7JNVC3DSWPTDDSJPGH,Bragg Apple Cider Vinegar Unfiltered w The Mother 946ml,,,,,,Shop > Groceries,Shop > Groceries,,,,074305301322,visible,Physical good,,,,Y,N,N,N,20.55,,N,,N,,N,,,12.47,Unique Health Products,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#brahma-jam-500g-bioveda-,2TCEMTGQMQQMA4JOYMYBJTQG,"Brahma Jam 500g, Bioveda",,,,,,"Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ), Shelf Labels > Label  Mushrooms, Shop > Supplements",Shop > Supplements,,,,8904120907329,unavailable,Physical good,,,,Y,N,N,N,42.50,,N,,N,,N,,,23.39,Bioveda,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#brahmbucha-ginger-berry-vatta-330ml-,S23GHXXEWTOHDPF6VB3UJ6DV,Brahmbucha Ginger Berry Vatta 330ml,,,,,,"Shop > Groceries, Shop > Drinks Fridge, Shelf Labels > Label  Drinks Fridge",Shop > Groceries,,,,754590494519,visible,Physical good,,,,Y,N,N,N,6.80,,N,,N,,N,,,3.90,Brahmbucha,,5,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#brahmbucha-jasmine-orange-blossom-kapha-330ml-,6P66Y3KTS7UTDKG7OIPNZYTD,Brahmbucha Jasmine Orange Blossom Kapha 330ml,,,,,,"Shelf Labels > Label  Drinks Fridge, Shop > Groceries, Shop > Drinks Fridge",Shop > Drinks Fridge,,,,754590494526,visible,Physical good,,,,Y,N,N,N,6.80,,N,,N,,N,,,3.90,Brahmbucha,,5,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#brahmbucha-peppermint-lemon-myrtle-pitta-330ml-,GGN4IT7LSG5RSLJMMGUDEOYT,Brahmbucha Peppermint Lemon Myrtle Pitta 330ml,,,,,,"Shelf Labels > Label  Drinks Fridge, Shop > Groceries, Shop > Drinks Fridge",Shop > Drinks Fridge,,,,754590494533,visible,Physical good,,,,Y,N,N,N,6.80,,N,,N,,N,,,3.90,Brahmbucha,,3,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#brahmi-bacopa-certified-org-herb-powder-100g-,66QXBJJTYZJH4MSFYEDJXMZM,Brahmi / Bacopa- Certified Org Herb Powder - 100g,,,,,,"Shop > Supplements, Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ), Shelf Labels > Label  Mushrooms",Shop > Supplements,,,,8904120909668,visible,Physical good,,,,Y,,,,9.90,,N,,,,,,,5.45,Bioveda,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#brahmi-herbal-tea-bags-25pk-planet-org-,25JBTXOBKJTOZ4XS4ZY6HWZF,"Brahmi Herbal Tea Bags 25pk, Planet Org",,,,,,"Shop > Groceries, Shelf Labels > Label  Chai and Tea and Coffee",Shop > Groceries,,,,9321728001133,visible,Physical good,,,,Y,N,N,N,6.10,,N,,N,,N,,,3.70,Unique Health Products,,4,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#brahmi-oil-100ml-regular,CBFSVRD3GIM6ZN4BCUBZD2U2,Brahmi Oil 100ml,,Regular,,,,Shop > Supplements,Shop > Supplements,,,,8904120902492,visible,Physical good,,,,Y,N,N,N,15.80,,N,,N,,N,,,8.71,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#brauer-baby-child-calm-100ml-oral-liquid-,BLUKMEC5XK2CJQSBUMTRFXFX,Brauer Baby & Child Calm 100ml Oral Liquid,,,,,,"Shop > Supplements, Shelf Labels > Label  Baby",Shop > Supplements,,,,9316120110309,visible,Physical good,,,,Y,N,N,N,25.60,,N,,N,,N,,,14.10,,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#brauer-mag-arnica-pain-spray-,YXKMPRVTEOVJA7X4WNBVCS2G,Brauer Mag & Arnica Pain Spray,,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements",Shop > Supplements,,,,9316120294207,visible,Physical good,,,,Y,,,,31.80,,N,,,,,,,17.52,Clifford Hallam,,3,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#brava-salsa-spicy-300g-spiral-,PO53YRQLI52SQXT2D7DUYO32,"Brava Salsa(Spicy)300g, Spiral",,,,,,Shop > Groceries,Shop > Groceries,,,,9312336791110,visible,Physical good,,,,Y,N,N,N,5.70,,N,,N,,N,,,3.45,Spiral Foods,,8,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#brazils-325g-mindful-foods-,HIOEAZEON7CGKKWB67UXPXGG,"Brazils 325g, Mindful Foods",,,,,,"Shop > Groceries, Shelf Labels > Label  Nut Blue Shelf",Shop > Groceries,,,,9351857000431,visible,Physical good,,,,Y,N,N,N,41.20,,N,,N,,N,,,22.70,Byron Co-op,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#brazils-600g-mindful-foods-,53BZMLEC26XSPHGSHHQ4ZH5K,"Brazils 600g, Mindful Foods",,,,,,"Shop > Groceries, Shelf Labels > Label  Nut Blue Shelf",Shop > Groceries,,,,9351857000448,visible,Physical good,,,,Y,N,N,N,67.00,,N,,N,,N,,,36.90,Byron Co-op,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#bread-pizza-flour-700kg-kialla-pure-wholefoods-org-,FPQUEOXUWRGTRBWEYNUQ367S,"Bread & Pizza Flour 700kg, Kialla Pure Wholefoods Org",,,,,,"Shelf Labels > Label  Baking and Cooking, Shop > Groceries",Shop > Groceries,,,,9313958008921,visible,Physical good,,,,Y,N,N,N,8.00,,N,,N,,N,,,4.85,,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#bread-social-rye-and-caraway-680g-regular,2O235UVIGM2IEWPSCOZL4XTU,Bread Social Rye and Caraway 680g,,Regular,,,,"Shelf Labels > Label  Fresh Bread, Shop > Fresh Bread",Shop > Fresh Bread,,,,2782550509001,unavailable,Physical good,,,,Y,N,N,N,12.25,,N,,N,,N,,,8.15,Bread Social,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#bread-social-seeded-sourdough-680g-regular,MH7VQ6AXLK427JZYSY7CM7T4,Bread Social Seeded Sourdough 680g,,Regular,,,,Shop > Fresh Bread,Shop > Fresh Bread,,,,2782550309007,visible,Physical good,,,,Y,N,N,N,12.25,,N,,N,,N,,,8.15,Bread Social,,-2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#bread-social-semi-soudough-baguette-400g-,UEPIR2GSS3N5U4T76GA3EJ64,Bread Social Semi Soudough Baguette 400g,,,,,,Shop > Fresh Bread,Shop > Fresh Bread,,,,2782551306005,visible,Physical good,,,,Y,N,N,N,6.50,,N,,N,,N,,,4.35,Bread Social,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#bread-social-soughdough-wholemeal-boule-680g-,KMYHBZ7X63ZXAX5VEMQLQQIS,Bread Social Soughdough Wholemeal Boule 680g,,,,,,Shop > Fresh Bread,Shop > Fresh Bread,,,,2782550709005,visible,Physical good,,,,Y,N,N,N,12.00,,N,,N,,N,,,7.55,Bread Social,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#bread-social-sourdough-fruit-nut-loaf-680g-,RS3FG5UJ3LWCSXM3AV57WUWE,Bread Social Sourdough Fruit & Nut Loaf 680g,,,,,,"Shop > Fresh Bread, Shelf Labels > Label  Bread",Shop > Fresh Bread,,,,2782550409004,visible,Physical good,,,,Y,N,N,N,12.25,,N,,N,,N,,,8.15,Bread Social,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#bread-social-sourdough-loaf-680g-,5UOPBBP6YHES4BE52QG7Y3II,Bread Social Sourdough Loaf 680g,,,,,,"Shop > Fresh Bread, Shelf Labels > Label  Bread",Shop > Fresh Bread,,,,2782550109003,visible,Physical good,,,,Y,N,N,N,10.20,,N,,N,,N,,,6.80,Bread Social,,5,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#breastfeeding-support-100-caps-nature-s-sunshine-,VCK2OGXYXQXSTMGPFGKPA6JU,"Breastfeeding Support 100 Caps, Nature'S Sunshine",,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Side",Shop > Supplements,,,,099904171442,visible,Physical good,,,,Y,,,,40.85,,N,,,,,,,22.51,,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#breeze-sienna-nail-lacquer-10ml-,GWVAFKUEXABYKWURU5VX3MMC,"Breeze, Sienna Nail Lacquer 10Ml",,,,,,"Shelf Labels > Label  Cosmetics, Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ)",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,9357078000052,visible,Physical good,,,,Y,N,N,N,28.00,,N,,N,,N,,,14.00,,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#bright-mind-complex-60-caps-ora-,UUEWWINTLCXWIEPT3XGE2AIU,"Bright Mind Complex 60 caps, Ora",,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Side",Shop > Supplements,,,,9358198000175,visible,Physical good,,,,Y,,,,variable,,N,,,,,,,,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#bright-s-natural-body-relief-moisturiser-50g-,BJRC7L77IE22SRF47LRYN4MK,Bright's Natural Body Relief Moisturiser 50g,,,,,,Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,,visible,Physical good,,,,Y,,,,23.60,,N,,,,,,,13.00,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#britts-org-spelt-pie-roasted-vegetable-900g-,BAVVZBQFQ3YXEWVESHT5YGKV,Britts Org Spelt Pie Roasted Vegetable 900g,,,,,,"Shop > Fridge & Freezer, Shelf Labels > Label  Freezer",Shop > Fridge & Freezer,,,,9334822004047,visible,Physical good,,,,Y,,,,26.85,,N,,,,,,,16.27,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#britts-org-wholemeal-spelt-pie-lentil-vegetable-garlic-900g-,JU2AO4J7JQN3YZND72AQVUWV,Britts Org Wholemeal Spelt Pie Lentil/Vegetable/Garlic 900g,,,,,,"Shop > Fridge & Freezer, Shelf Labels > Label  Freezer",Shop > Fridge & Freezer,,,,9334822004108,visible,Physical good,,,,Y,,,,26.85,,N,,,,,,,16.27,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#britts-org-wholemeal-spelt-quiche-spinach-feta-900g-,IN7NS3TAOMBQF5AVK7YMCSXZ,Britts Org Wholemeal Spelt Quiche Spinach & Feta 900g,,,,,,"Shop > Fridge & Freezer, Shelf Labels > Label  Freezer",Shop > Fridge & Freezer,,,,,visible,Physical good,,,,Y,,,,26.85,,N,,,,,,,16.27,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#broccoli-,MRY3UWZ7ILOEZ4WXTVQCVDIU,Broccoli,,,Kilogram 1.000,,,Shop > Fruit & Veg,Shop > Fruit & Veg,,,,,visible,Physical good,,,,Y,N,N,N,7.30,,N,,N,,N,,,4.00,United Organics,,0.42,,Y,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#broccoli-baby-,7O6YAXGTOERKA64M4MELZ7BM,Broccoli Baby,,,,,,Shop > Fruit & Veg,Shop > Fruit & Veg,,,,,unavailable,Physical good,,,,Y,N,N,N,7.00,,N,,N,,N,,,4.00,United Organics,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#broccoli-purple-bunch-regular,TCDJZZKF6TVCAOMOJQJAX7DC,Broccoli Purple Bunch,,Regular,,,,Shop > Fruit & Veg,Shop > Fruit & Veg,,,,,visible,Physical good,0,,,Y,N,N,N,5.60,,N,,N,,N,,,3.20,United Organics,,-1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#bronzer-eco-exotic-4gr-jar-,WH56LWXXPPLOABYH3KF425JS,Bronzer Eco Exotic 4gr Jar,,,,,,Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,639737303636,visible,Physical good,,,,Y,N,N,N,35.05,,N,,N,,N,,,19.31,Eco Minerals,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#bronzer-eco-exotic-4gr-refill-,KN5UTBRYBXZOIIX6WF4CFKIX,Bronzer Eco Exotic 4gr Refill,,,,,,Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,639737303643,visible,Physical good,,,,Y,N,N,N,35.05,,N,,N,,N,,,19.31,Eco Minerals,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#brookfarm-macadamia-almond-gf-porridge-1kg-,QRYLWW7J6EFYNDZUDK4LUYNK,Brookfarm Macadamia Almond Gf Porridge 1kg,,,,,,"Shop > Groceries, Shelf Labels > Label  Cereals and Pasta",Shop > Groceries,,,,9326847001842,visible,Physical good,,,,Y,,,,33.25,,N,,,,,,,20.15,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#broom-grass-handle-gold-horse-,6PYBQEIZYFI6NJX3DM6F5CNK,"Broom Grass Handle, Gold Horse",,,,,,"Shelf Labels > Label  Home and Cleaning, Shop > House",Shop > House,,,,8936042112567,unavailable,Physical good,,,,Y,N,N,N,7.95,,N,,N,,N,,,4.80,Yuen's Market Trading,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#broom-base-natural-,6BDFL2GIXJ7MANFTENFUPL47,"Broom base, Natural",,,,,,"Shop > House, Shelf Labels > Label  Home and Cleaning",Shop > House,,,,228100438282,visible,Physical good,,,,Y,,,,34.00,,N,,,,,,,18.73,,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#brown-jasmine-rice-1kg-,X3YQMEPJI2C37W537WFQYHIS,Brown Jasmine Rice 1kg,,,,,,"Shop > Groceries, Shelf Labels > Label  International Groceries",Shop > Groceries,,,,9319224803542,visible,Physical good,,,,Y,,,,4.60,,N,,,,,,,2.79,,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#brown-lentils-400g-ceres-orgs-,SWKC7VHTK7QJHQGHGCES4YHM,"Brown Lentils 400g, Ceres Orgs",,,,,,"Shelf Labels > Label  Tins, Shop > Groceries",Shop > Groceries,,,,9415748005131,visible,Physical good,,,,Y,N,N,N,2.90,,N,,N,,N,,,1.76,Little Valley,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#brown-ochre-the-henna-tree-,WRC7ZNGZ2TT3PYTGS5JHZQAH,"Brown Ochre, The Henna Tree",,,,,,"Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6), Shelf Labels > Label  Cosmetics",Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,221480575844,visible,Physical good,,,,Y,,,,19.05,,N,,N,,N,,,10.50,,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#brown-rice-flax-sprouted-bread-900g-pure-life-,47KU63RXPR22O2Q5GD5EOD6T,"Brown Rice & Flax Sprouted Bread 900g, Pure Life",,,,,,"Shelf Labels > Label  Tofu Fridge, Shop > Groceries",Shop > Groceries,,,,9327546002109,visible,Physical good,,,,Y,N,N,N,16.00,,N,,N,,N,,,10.65,All Good Foods,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#brown-rice-seaweed-slice-regular,E4T6KHJLXPVIDH74AMIOTOF2,Brown Rice & Seaweed Slice,,Regular,,,"Brown Rice, Seaweed, Edamame, Mushrooms, Miso, Tahini, Wombok, Sesame Seeds, Apple Cider Vinegar","Cafe > Food, Cafe > Savoury, Cafe > Cafe Food",Cafe > Cafe Food,,,,,unavailable,Physical good,,,,Y,N,N,N,variable,,N,,N,,N,,,5.83,Yummify,,9,,,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N
#brown-rice-cakes-no-added-salt-110g-ceres-organics-,CXAV6WKRKDI2O6WEWL6JB7UD,"Brown Rice Cakes No Added Salt 110g , Ceres Organics",,,,,,"Shelf Labels > Label  Crackers, Shop > Groceries",Shop > Groceries,,,,9415748005100,visible,Physical good,,,,Y,N,N,N,4.20,,N,,N,,N,,,2.31,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#brown-rice-cakes-original-110g-ceres-organics-,DO5ZZ4DUAT44HYQZBFLJ2PMC,"Brown Rice Cakes Original 110g , Ceres Organics",,,,,,"Shelf Labels > Label  Crackers, Shop > Groceries",Shop > Groceries,,,,9415748004554,visible,Physical good,,,,Y,N,N,N,4.20,,N,,N,,N,,,2.55,Little Valley,,7,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#brown-rice-cakes-tamari-110g-ceres-organics-,2FKE4NHTS2XVLID537KVISTL,"Brown Rice Cakes Tamari 110g , Ceres Organics",,,,,,"Shop > Groceries, Shelf Labels > Label  Crackers",Shop > Groceries,,,,9415748005117,visible,Physical good,,,,Y,N,N,N,4.20,,N,,N,,N,,,2.31,Little Valley,,5,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#brown-rice-cakes-w-quinoa-110g-ceres-organics-,QZRRARUBMMM5SAL4Q7VPIT4E,"Brown Rice Cakes w Quinoa 110g , Ceres Organics",,,,,,"Shelf Labels > Label  Crackers, Shop > Groceries",Shop > Groceries,,,,9415748017127,visible,Physical good,,,,Y,N,N,N,4.40,,N,,N,,N,,,2.68,Little Valley,,9,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#brown-rice-crackers-115g-ceres-organics-org-regular,KDJC2KYUFR7XLMPSGC52DZAL,Brown Rice Crackers 115g Ceres Organics org,,Regular,,,,"Shop > Groceries, Shelf Labels > Label  Crackers",Shop > Groceries,,,,9415748016205,visible,Physical good,,,,Y,N,N,N,4.40,,N,,N,,N,,,2.31,Little Valley,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#brown-rice-crackers-chia-115g-ceres-organics-org-regular,3LCFJFE4I6RUS7ZIUJIP32DH,Brown Rice Crackers Chia 115g Ceres Organics org,,Regular,,,,"Shelf Labels > Label  Crackers, Shop > Groceries",Shop > Groceries,,,,9415748010593,visible,Physical good,,,,Y,N,N,N,4.40,,N,,N,,N,,,2.44,Little Valley,,5,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#brown-rice-crisps-100g-black-sesame-deligrains-regular,YCBY5AX34SVVJPGY3FF3RUIQ,"Brown Rice Crisps 100g Black Sesame, Deligrains",,Regular,,,,Shop > Groceries,Shop > Groceries,,,,6863528079330,visible,Physical good,,,,Y,N,N,N,4.55,,N,,N,,N,,,2.50,United Organics,,5,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#brown-rice-malt-syrup-400g-ceres-orgs-,LY5FHUI2SGHSE3EH2R7N3DRD,"Brown Rice Malt Syrup 400g, Ceres Orgs",,,,,,"Shop > Groceries, Shelf Labels > Label  Baking and Cooking",Shop > Groceries,,,,9415748009009,visible,Physical good,,,,Y,N,N,N,7.75,,N,,N,,N,,,4.70,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#brown-rice-miso-red-300g-carwari-regular,BKXXVTRATUYXHKHWG2MX6QXC,Brown Rice Miso RED 300g Carwari,,Regular,,,,"Shelf Labels > Label  International Groceries, Shop > Groceries",Shop > Groceries,,,,9368056969582,visible,Physical good,,,,Y,N,N,N,18.20,,N,,N,,N,,,11.02,Little Valley,,4,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#brown-rice-puffs-175g-good-morning-,Q4Z4XJXMW5NB4FEF62V2OL2P,"Brown Rice Puffs 175g, Good Morning",,,,,,"Shop > Groceries, Shelf Labels > Label  Cereals and Pasta",Shop > Groceries,,,,9316702001018,visible,Physical good,,,,Y,,,,6.75,,N,,,,,,,4.09,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#brown-rice-vermicelli-200g-pandaroo-,UFQZ5BPW52VCNZU2LES34XVO,"Brown Rice Vermicelli 200g, Pandaroo",,,,,,"Shop > Groceries, Shelf Labels > Label  International Groceries",Shop > Groceries,,,,9319224803191,visible,Physical good,,,,Y,,,,2.80,,N,,,,,,,1.70,,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#brownie-raspberry-gf-regular,6DXTGSKXJ52TDL3A7X6M3BC3,Brownie - Raspberry GF,,Regular,,,,"Cafe > Food, Cafe > Cafe Food, Cafe > Sweet",Cafe > Cafe Food,,,,,visible,Prepared food and beverage,,,,Y,N,N,N,7.00,,N,,N,,N,,,3.40,,,-1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#brussel-sprouts-regular,TNTF3TJLFHHSPXYRPXZYKP4H,Brussel Sprouts,,Regular,Kilogram 1.000,,,Shop > Fruit & Veg,Shop > Fruit & Veg,,,,,visible,Physical good,,,,Y,N,N,N,22.40,,N,,N,,N,,,12.80,United Organics,,2.59,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#buchi-can-hibiscus-galangal-kombucha-375ml-,V72QP5PVM265TZWPNWCDUKLC,Buchi Can - Hibiscus & Galangal Kombucha 375ml,,,,,,"Shelf Labels > Label  Drinks Fridge, Shop > Groceries, Shop > Drinks Fridge",Shop > Drinks Fridge,,,,9350109000397,visible,Physical good,,,,Y,N,N,N,6.55,,N,,N,,N,,,3.60,Prime Provisions,,7,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
